N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Fertilizer Name,NPK_Distance_Score
201,5.9,665,7.23,0.62,0.49,5.73,0.61,6.85,0.79,14.86,0.73,0,25,50,40,Clayey,Pulses,DAP,117.535030773759
69,5,718,7.21,0.57,0.39,10.86,0.38,7.05,0.32,7.52,0.8,0,25,50,40,Clayey,Pulses,14-35-14,125.965698153736
213,4.8,602,7.24,0.48,0.68,4.22,0.42,8.85,1.05,12.33,0.48,0,25,50,40,Clayey,Pulses,Urea,106.496700796831
207,6.8,623,7.24,0.53,0.78,5.13,0.5,4.68,1.45,11.85,0.36,0,25,50,40,Clayey,Pulses,DAP,110.139574872396
213,6.6,433,7.21,0.57,0.2,8.75,0.37,9.32,0.96,16.05,0.42,0,25,50,40,Clayey,Pulses,20-20,76.6818649985097
314,6.8,412,7.19,0.32,1.07,9.95,0.61,7.86,1.03,5.96,0.34,1,30,59,31,Red,Tobacco,28-28,75.6463519846566
138,6.4,454,7.21,0.89,0.88,8.75,0.59,4.51,1.85,7.45,0.63,0,25,50,40,Clayey,Pulses,14-35-14,79.1554747516185
195,8.1,549,7.24,0.57,1.17,3.32,0.4,3.78,1.49,12.63,0.27,0,25,50,40,Clayey,Pulses,10-26-26,96.826025103286
201,8.3,528,7.3,0.49,0.1,5.43,0.39,8.05,1.3,18.52,0.21,0,25,50,40,Clayey,Pulses,Urea,93.1960115462957
151,7.5,539,7.26,0.55,0.68,7.84,0.6,6.55,0.52,10.96,0.52,0,25,50,40,Clayey,Pulses,10-26-26,94.4657994197419
201,8.6,539,7.2,0.67,0.49,11.16,0.43,7.41,1.23,16.53,0.59,0,25,50,40,Clayey,Pulses,DAP,95.1438080897567
82,7.5,644,7.18,0.45,0.88,12.07,0.28,3.89,0.87,6.32,0.42,0,25,50,40,Clayey,Pulses,14-35-14,112.717067277092
207,5.5,444,7.27,0.45,0.78,8.75,0.36,4.58,0.69,14.02,0.34,0,25,50,40,Clayey,Pulses,10-26-26,78.4910127710478
201,8.6,475,7.22,0.64,0.59,8.14,0.55,7.08,1.05,19.32,0.36,0,25,50,40,Clayey,Pulses,Urea,83.8316724347296
132,8.3,507,7.21,0.44,0.29,6.03,0.6,6.32,1.56,11.25,0.59,0,25,50,40,Clayey,Pulses,14-35-14,88.539582531216
264,4.8,549,7.27,0.78,1.07,8.45,0.41,4.58,0.86,8.02,0.29,0,25,50,40,Clayey,Pulses,28-28,98.025819098996
301,6.8,644,7.22,0.69,0.78,9.35,0.66,7.05,1.32,13.22,0.38,1,25,50,40,Clayey,Pulses,10-26-26,115.412760304385
195,5.9,433,7.26,0.7,0.39,5.13,0.38,6.58,1.02,10.52,0.5,0,25,50,40,Clayey,Pulses,Urea,76.3298196483484
238,6.8,475,7.25,0.6,0.29,5.43,0.28,4.85,0.63,7.54,0.36,0,25,50,40,Clayey,Pulses,DAP,84.5428171453937
138,8.1,644,7.31,0.31,0.1,9.05,0.51,7.05,0.57,16.32,0.4,0,25,50,40,Clayey,Pulses,20-20,113.107178013243
213,6.8,444,7.07,0.43,0.78,5.73,0.39,3.86,1.25,8.22,0.27,0,25,50,40,Clayey,Pulses,Urea,78.6080099522916
201,7.5,465,7.03,0.37,1.07,7.84,0.47,4.15,1.33,14.33,0.32,0,25,50,40,Clayey,Pulses,DAP,82.0700395492595
163,7.7,507,7.14,0.31,0.88,5.43,0.56,9.52,0.95,4.96,0.48,0,25,50,40,Clayey,Pulses,14-35-14,88.9140435918838
88,7.2,655,7.07,0.28,0.49,7.24,0.33,7.55,1.02,3.25,0.36,0,25,50,40,Clayey,Pulses,28-28,114.725458884473
50,8.6,539,7.06,0.39,0.68,3.32,0.28,2.36,1.33,8.15,0.46,0,25,50,40,Clayey,Pulses,Urea,93.6974950580272
220,6.1,560,7.07,0.28,0.29,5.13,0.51,8.25,0.94,11.36,0.25,0,25,50,40,Clayey,Pulses,17-17-17,99.1644034021702
169,8.1,475,7.17,0.34,0.78,5.73,0.39,1.25,0.67,7.54,0.34,0,25,50,40,Clayey,Pulses,20-20,83.313224539686
207,7,539,7.12,0.32,0.2,7.84,0.25,9.02,1.25,10.22,0.48,0,25,50,40,Clayey,Pulses,Urea,95.2390465550924
144,6.8,422,7.1,0.31,0.78,6.94,0.37,4.15,1.03,9.06,0.31,0,25,50,40,Clayey,Pulses,28-28,73.5434646676063
251,6.4,644,7.12,0.32,0.1,5.43,0.47,3.22,1.93,15.23,0.4,0,25,50,40,Clayey,Pulses,14-35-14,114.524279902922
195,8.1,581,7.15,0.41,0.68,9.65,0.28,7.55,0.84,17.54,0.53,0,25,50,40,Clayey,Pulses,DAP,102.508002793283
201,8.3,539,7.12,0.4,1.17,4.52,0.32,6.35,1.02,13.22,0.63,0,25,50,40,Clayey,Pulses,17-17-17,95.1439442356822
88,7.7,539,7.12,0.35,0.88,6.64,0.58,8.52,0.57,10.25,0.31,0,25,50,40,Clayey,Pulses,Urea,93.8910924944731
201,8.6,570,7.11,0.38,0.2,5.13,0.24,4.02,1.25,6.32,0.21,0,25,50,40,Clayey,Pulses,28-28,100.640256723676
257,6.8,475,7.14,0.33,0.59,4.22,0.39,9.63,0.63,8.54,0.53,0,25,50,40,Clayey,Pulses,DAP,84.9525749888767
176,4.8,496,7.15,0.32,0.39,6.64,0.22,1.58,1.22,12.03,0.67,0,25,50,40,Clayey,Pulses,17-17-17,87.1444031059633
201,8.3,655,7.15,0.36,0.1,5.43,0.58,7.25,1.54,9.62,0.27,0,25,50,40,Clayey,Pulses,Urea,115.752818082484
88,9,539,7.14,0.29,1.07,7.84,0.42,6.32,0.86,14,0.53,0,25,50,40,Clayey,Pulses,28-28,93.890486736584
232,8.1,412,7.21,0.29,0.78,10.56,0.32,4.15,1.02,13.25,0.63,0,25,50,40,Clayey,Pulses,Urea,73.4365921939824
320,7.5,401,7.22,0.4,0.49,4.22,0.27,8.33,0.94,7.54,0.31,1,30,59,31,Red,Tobacco,DAP,73.9794824549936
201,6.6,560,7.23,0.36,0.39,4.52,0.51,7.12,1.25,9.33,0.46,0,25,50,40,Clayey,Pulses,20-20,98.8671448814561
69,9,465,7.2,0.52,0.88,8.45,0.28,4.11,1.02,11.52,0.59,0,25,50,40,Clayey,Pulses,17-17-17,80.4836669737971
220,5.5,391,7.23,0.29,0.29,4.22,0.33,6.32,0.96,12.05,0.34,0,25,50,40,Clayey,Pulses,DAP,69.5165125852711
138,8.6,475,7.28,0.27,0.68,4.83,0.39,2.52,0.74,14.51,0.42,0,25,50,40,Clayey,Pulses,Urea,82.8965605114091
232,6.6,581,7.3,0.31,0.2,6.94,0.25,1.36,1.25,9.63,0.27,0,25,50,40,Clayey,Pulses,20-20,103.073985908953
301,6.8,634,7.29,0.43,0.49,5.13,0.47,7.05,1.33,12.44,0.55,1,25,50,40,Clayey,Pulses,28-28,113.65823379415
195,7,655,7.3,0.36,0.1,7.54,0.26,1.52,0.94,7.85,0.61,0,25,50,40,Clayey,Pulses,14-35-14,115.678011080622
326,8.3,475,7.35,0.38,0.59,11.76,0.35,4.55,1.25,13.26,0.32,1,25,50,40,Clayey,Pulses,Urea,86.6889204598509
213,8.3,433,7.35,0.36,1.07,4.22,0.28,6.32,1.03,8.54,0.42,0,25,50,40,Clayey,Pulses,DAP,76.6807809649637
169,5.9,539,7.29,0.33,0.39,7.54,0.36,5.21,1.25,5.21,0.48,0,25,50,40,Clayey,Pulses,20-20,94.688514450009
182,6.8,560,7.18,0.31,0.88,4.22,0.42,3.26,0.96,12.03,0.4,0,25,50,40,Clayey,Pulses,28-28,98.5968753211264
94,4.8,560,7.32,0.32,0.1,6.94,0.51,7.51,1.25,17.11,0.32,0,25,50,40,Clayey,Pulses,DAP,97.7023850176855
295,7.2,454,7.35,0.34,0.68,4.52,0.38,4.02,1.02,10.25,0.25,1,25,50,40,Clayey,Pulses,Urea,82.254063218339
320,7.5,433,7.46,0.7,1.07,8.14,0.22,9.32,0.78,9.32,0.5,1,30,59,31,Red,Tobacco,14-35-14,79.3765800375677
201,4.6,433,7.37,0.39,0.59,10.86,0.29,1.05,0.54,5.26,0.34,0,25,50,40,Clayey,Pulses,28-28,76.4449999523683
213,5.7,496,7.49,0.78,0.78,4.52,0.36,5.26,1.26,7.54,0.42,0,25,50,40,Clayey,Pulses,Urea,87.7473826897893
207,7,528,7.39,0.45,0.2,7.84,0.37,8.33,1.32,13.25,0.27,0,25,50,40,Clayey,Pulses,14-35-14,93.2930995955099
94,7.7,486,7.42,0.41,1.17,3.92,0.54,4.21,1.05,8.55,0.36,0,25,50,40,Clayey,Pulses,DAP,84.4259598669242
295,7,433,7.41,0.35,0.49,8.45,0.48,2.05,2.01,6.36,0.61,1,25,50,40,Clayey,Pulses,17-17-17,78.6630432580417
195,8.3,454,7.44,0.3,0.88,6.64,0.26,3.22,1.56,10.25,0.29,0,25,50,40,Clayey,Pulses,DAP,80.0242085513521
364,8.1,486,7.45,0.49,0.1,9.35,0.35,7.12,0.98,7.54,0.5,1,30,59,31,Red,Tobacco,20-20,89.6505031115262
201,8.1,444,7.51,0.51,0.68,3.62,0.48,6.32,0.76,13.22,0.32,0,25,50,40,Clayey,Pulses,14-35-14,78.3746373855885
220,6.4,433,7.53,0.62,0.78,4.83,0.22,1.52,1.93,9.02,0.67,0,25,50,40,Clayey,Pulses,28-28,76.8272947462241
207,7.2,444,7.54,0.42,0.29,6.64,0.37,8.02,1.42,11.05,0.34,0,25,50,40,Clayey,Pulses,Urea,78.4898174711245
201,7.2,338,7.49,0.67,0.88,5.43,0.48,4.22,0.84,6.35,0.46,0,25,50,40,Clayey,Pulses,DAP,59.887519088958
295,7.2,412,7.61,0.41,1.07,4.22,0.51,3.58,0.63,17.54,0.34,1,30,59,31,Red,Tobacco,14-35-14,75.0879874182281
195,8.1,433,7.53,0.53,0.59,6.33,0.29,8.06,1.22,13.22,0.42,0,25,50,40,Clayey,Pulses,20-20,76.3283361315876
276,8.1,581,7.92,0.61,0.39,5.13,0.33,4.56,1.08,11.05,0.31,1,25,50,40,Clayey,Pulses,28-28,103.87137939458
207,6.8,560,8.02,0.6,1.17,9.65,0.55,3.54,1.54,14.52,0.61,0,25,50,40,Clayey,Pulses,Urea,98.9579343346632
295,7.7,539,8.05,0.6,0.88,5.43,0.28,8.78,0.96,10.63,0.32,1,25,50,40,Clayey,Pulses,14-35-14,96.9367906632555
264,7.9,370,7.81,0.58,0.39,6.64,0.42,6.23,1.32,6.58,0.29,1,30,59,31,Red,Tobacco,28-28,67.0602361913436
320,9.4,454,7.86,0.61,0.1,11.46,0.39,6.14,1.25,4.51,0.42,1,25,50,40,Clayey,Pulses,20-20,82.943508659104
289,11,391,7.65,0.72,0.98,10.56,0.33,5.2,0.5,9.3,0.34,1,30,59,31,Red,Tobacco,Urea,71.3468338527589
314,8.3,412,7.23,0.67,0.2,8.14,0.21,4.59,1.63,11.56,0.29,1,30,59,31,Red,Tobacco,DAP,75.6452803285635
345,5.9,549,7.7,0.65,0.68,7.84,0.25,2.15,1.25,9.64,0.36,1,25,50,40,Clayey,Pulses,17-17-17,99.8744000502445
238,10.7,612,7.77,0.6,0.88,3.92,0.47,3.56,1.3,3.74,0.23,1,25,50,40,Clayey,Pulses,28-28,108.651816852531
320,7.7,401,7.7,0.58,0.49,4.22,0.51,4.67,0.86,9.05,0.34,1,30,59,31,Red,Tobacco,Urea,73.979337121983
307,12.3,412,7.62,0.55,0.68,5.43,0.63,5.47,0.59,12.47,0.69,1,30,59,31,Red,Tobacco,20-20,75.4339113798185
326,11.2,539,7.57,0.61,0.39,7.24,0.29,2.69,0.47,8.63,0.32,1,25,50,40,Clayey,Pulses,17-17-17,97.6696295309045
314,7.5,306,7.64,0.58,0.2,4.83,0.32,4.28,0.9,11.03,0.48,1,30,59,31,Red,Tobacco,DAP,58.1304550582077
245,9.4,359,7.71,0.59,0.88,8.45,0.28,5.31,1.59,7.98,0.34,1,25,50,40,Clayey,Pulses,Urea,64.6482257007255
289,6.1,602,7.59,0.64,0.1,6.33,0.51,1.92,1.36,6.48,0.42,1,25,50,40,Clayey,Pulses,20-20,107.811061035714
339,10.7,486,7.58,0.61,0.49,5.13,0.46,2.56,1.87,5.21,0.55,1,25,50,40,Clayey,Pulses,28-28,88.9275923814681
333,11.2,412,7.66,0.65,0.68,8.75,0.38,3.68,0.86,4.96,0.67,1,30,59,31,Red,Tobacco,10-26-26,76.2335297207476
176,11.6,401,7.82,0.63,0.29,10.86,0.55,4.69,1.59,12.36,0.27,0,25,50,40,Clayey,Pulses,Urea,70.345886297233
358,9.2,370,7.59,0.69,1.07,5.13,0.3,3.55,2.02,7.51,0.34,1,30,59,31,Red,Tobacco,DAP,70.1595702456302
345,5.5,391,7.68,0.61,0.68,6.33,0.28,6.98,1.45,3.48,0.5,1,30,59,31,Red,Tobacco,20-20,73.139907063017
132,5.9,475,7.62,0.63,0.88,8.75,0.51,8.59,0.63,15.96,0.32,0,25,50,40,Clayey,Pulses,14-35-14,82.8274991301701
333,7.2,612,7.64,0.59,1.17,11.16,0.37,7.15,0.85,9.02,0.61,1,25,50,40,Clayey,Pulses,10-26-26,110.48710895505
245,7.5,686,7.56,0.59,0.1,4.22,0.62,5.58,1.09,6.23,0.31,0,25,50,40,Clayey,Pulses,20-20,121.870973391836
345,6.8,327,7.58,0.58,0.68,8.45,0.32,3.87,1.57,7.02,0.21,1,30,59,31,Red,Tobacco,28-28,62.7260511195539
188,6.4,412,7.57,0.59,0.2,11.16,0.51,4.25,0.96,9.32,0.55,0,25,50,40,Clayey,Pulses,Urea,72.5068371860412
276,7,348,7.58,0.66,0.39,8.45,0.66,9.17,0.54,14.68,0.52,1,30,59,31,Red,Tobacco,28-28,63.7002553471936
264,6.8,412,7.53,0.59,0.1,6.64,0.37,6.54,1.08,9.54,0.67,1,25,50,40,Clayey,Pulses,Urea,74.2312217648407
295,6.6,359,7.46,0.7,1.17,5.13,0.25,5.38,1.77,11.06,0.27,1,30,59,31,Red,Tobacco,DAP,66.1487594947941
238,6.8,380,7.56,0.61,0.68,3.92,0.31,4.26,0.39,7.58,0.29,0,25,50,40,Clayey,Pulses,14-35-14,68.0574459927337
289,7.5,433,7.48,0.6,0.1,4.52,0.26,3.39,1.09,16.48,0.23,1,25,50,40,Clayey,Pulses,28-28,78.4974570247156
188,6.8,507,7.51,0.55,1.17,10.56,0.41,8.47,1.36,11.56,0.34,0,25,50,40,Clayey,Pulses,20-20,89.2745009020873
276,6.6,380,7.57,0.58,0.88,7.24,0.55,2.53,0.58,7.52,0.5,1,30,59,31,Red,Tobacco,10-26-26,69.1050265198358
326,6.8,264,7.51,0.72,0.68,5.13,0.37,5.95,1.25,15.6,0.4,1,30,59,31,Red,Tobacco,DAP,52.0406687053098
307,7,539,7.45,0.78,0.49,6.64,0.48,4.6,1.87,12.03,0.27,1,25,50,40,Clayey,Pulses,14-35-14,97.2131292053888
207,7.5,348,7.62,0.62,0.1,4.83,0.25,7.56,0.44,7.5,0.53,0,25,50,40,Clayey,Pulses,Urea,61.7616219437165
257,5.9,602,7.66,0.61,0.88,8.14,0.36,3.95,0.98,19.32,0.5,0,25,50,40,Clayey,Pulses,DAP,107.209723374054
358,8.6,517,7.78,0.58,0.2,4.52,0.58,5.68,1.05,11.48,0.48,1,25,50,40,Clayey,Pulses,20-20,94.7437496055332
25,4.8,338,7.72,0.55,0.39,11.46,0.61,4.55,1.36,9.32,0.25,0,25,50,40,Clayey,Pulses,28-28,57.4608225154959
176,4.6,433,7.55,0.42,1.17,7.24,0.47,7.23,0.84,7.51,0.32,0,25,50,40,Clayey,Pulses,14-35-14,75.9919699070998
345,5.3,306,7.51,0.38,1.07,5.43,0.24,5.91,0.32,6.23,0.55,1,30,59,31,Red,Tobacco,10-26-26,59.4002841352668
126,6.8,391,7.52,0.72,0.88,7.84,0.39,4.21,1.02,8.05,0.67,0,25,50,40,Clayey,Pulses,Urea,67.7848974103048
264,7.2,370,7.68,0.66,1.27,10.56,0.6,6.52,1.57,11.05,0.4,0,30,59,31,Red,Tobacco,10-26-26,67.0608003226818
245,7.5,401,7.61,0.63,0.78,12.07,0.52,5.27,1.96,6.34,0.29,1,25,50,40,Clayey,Pulses,DAP,71.8500129008622
320,8.6,591,7.62,0.71,0.1,8.75,0.47,8.26,0.83,12.47,0.53,1,25,50,40,Clayey,Pulses,14-35-14,106.542211037857
339,7.5,517,7.78,0.73,0.1,6.94,0.33,9.32,1.25,11.42,0.42,1,25,50,40,Clayey,Pulses,10-26-26,94.2230324379837
333,6.8,422,7.72,0.82,0.78,11.46,0.32,7.34,1.26,9.5,0.25,1,30,59,31,Red,Tobacco,Urea,77.9140740132878
264,18.4,517,7.68,0.62,0.78,11.46,0.29,10.25,1.06,17.54,0.34,1,25,50,40,Clayey,Pulses,14-35-14,92.4237276153311
320,20.4,401,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61,2,36,68,50,Loamy,Wheat,28-28,73.9760697595511
289,19.3,507,7.51,0.71,0.88,6.64,0.37,6.32,0.63,10.25,0.36,1,34,65,45,Clayey,Paddy,10-26-26,91.2409054115409
276,18.2,591,7.48,0.7,0.29,4.52,0.54,7.21,1.25,18.32,0.42,1,25,50,40,Clayey,Pulses,Urea,105.624279543911
295,19.5,539,7.39,0.68,0.68,8.45,0.28,4.02,0.84,4.05,0.29,1,34,65,45,Clayey,Paddy,DAP,96.9348248690889
333,20.8,370,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5,2,36,68,50,Loamy,Wheat,20-20,69.25199290343
351,21.5,718,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21,2,34,65,45,Clayey,Paddy,Urea,129.373169567531
320,20.4,433,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32,2,36,68,50,Loamy,Wheat,DAP,79.3733993931321
339,21.1,454,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46,2,36,68,50,Loamy,Wheat,14-35-14,83.490702312671
245,7.5,422,8,0.62,0.39,4.22,0.26,9.05,1.25,9.63,0.34,0,25,50,40,Clayey,Pulses,28-28,75.4767465775209
282,9.2,338,7.4,0.51,0.2,8.45,0.59,3.22,1.36,14.02,0.61,1,30,59,31,Red,Tobacco,Urea,62.2179026609173
264,10.7,444,7.8,0.54,0.68,10.86,0.45,8.22,0.91,10.25,0.29,1,25,50,40,Clayey,Pulses,17-17-17,79.7394025049886
320,8.1,422,7.6,0.55,0.29,9.95,0.51,6.03,0.84,8.32,0.8,1,30,59,31,Red,Tobacco,20-20,77.5150109264604
314,12.7,359,7.5,0.49,0.78,5.13,0.33,4.21,0.53,11.36,0.36,1,30,59,31,Red,Tobacco,Urea,66.7777247714798
282,6.8,338,7.8,0.61,0.39,4.52,0.26,7.12,1.22,9.32,0.4,1,30,59,31,Red,Tobacco,28-28,62.2198880642094
169,8.1,370,7.9,0.58,1.07,7.24,0.47,10.55,0.78,4.15,0.34,0,25,50,40,Clayey,Pulses,14-35-14,64.7660916562727
245,10.5,327,7.4,0.43,0.49,8.75,0.51,4.02,1.02,17.54,0.42,1,30,59,31,Red,Tobacco,DAP,59.2102359671039
257,8.6,380,7.5,0.52,0.78,3.62,0.23,6.32,1.36,12.03,0.25,1,25,50,40,Clayey,Pulses,17-17-17,68.5645472442004
264,7.7,465,7.6,0.64,0.29,10.86,0.28,8.22,0.84,10.55,0.32,1,25,50,40,Clayey,Pulses,Urea,83.3753979135332
333,9.2,380,7.4,0.61,0.59,4.52,0.51,4.49,0.49,16.03,0.32,1,30,59,31,Red,Tobacco,28-28,70.9055072337082
320,12.7,348,7.3,0.44,0.29,7.84,0.36,5.32,1.05,7.05,0.48,1,30,59,31,Red,Tobacco,DAP,65.1746059224595
307,9,370,7.2,0.65,0.68,9.95,0.25,9.26,0.78,6.32,0.36,1,30,59,31,Red,Tobacco,17-17-17,68.3737960894503
276,8.6,338,7.1,0.58,1.17,8.45,0.31,7.42,0.64,12.47,0.21,1,30,59,31,Red,Tobacco,Urea,62.0231806881609
270,14.7,465,7.4,0.49,0.1,11.16,0.51,3.64,0.59,9.8,0.32,1,25,50,40,Clayey,Pulses,28-28,83.5151233007278
282,9.9,422,7.8,0.43,0.78,4.52,0.27,5.19,1.09,3.59,0.53,1,25,50,40,Clayey,Pulses,Urea,76.4247880121402
301,7.2,370,7.9,0.47,1.07,7.84,0.38,6.38,0.47,7.51,0.67,1,30,59,31,Red,Tobacco,DAP,68.1809412721025
295,8.1,401,7.3,0.44,0.59,8.45,0.54,4.62,1.58,6.3,0.27,1,30,59,31,Red,Tobacco,20-20,73.2194143180238
307,10.1,391,7.2,0.53,0.2,6.33,0.27,2.88,0.63,12.05,0.36,1,30,59,31,Red,Tobacco,17-17-17,71.8912916910246
264,10.5,444,7.87,0.66,0.39,10.56,0.37,4.1,0.74,14.58,0.4,1,25,50,40,Clayey,Pulses,DAP,79.7394799632688
301,9.9,359,0.9,0.52,0.88,8.14,0.43,6.33,1.25,8.96,0.32,1,30,59,31,Red,Tobacco,Urea,66.3423069159755
270,9,412,7.57,0.32,0.68,7.84,0.52,4.58,1.03,11.36,0.25,1,25,50,40,Clayey,Pulses,20-20,74.3893380657967
314,8.6,391,0.9,0.56,0.98,3.92,0.51,1.78,0.6,7.58,0.21,1,30,59,31,Red,Tobacco,28-28,72.1118297141202
345,8.8,444,7.8,0.31,0.78,4.22,0.57,2.91,1.42,19.02,0.55,1,30,59,31,Red,Tobacco,14-35-14,81.9855666744829
307,8.3,359,7.6,0.68,1.07,5.43,0.36,7.82,0.87,13.26,0.67,1,30,59,31,Red,Tobacco,Urea,66.542954073452
333,8.6,359,8,0.35,0.68,7.24,0.58,2.55,0.43,12.56,0.42,1,30,59,31,Red,Tobacco,DAP,67.4473528920547
358,6.8,486,8.3,0.33,0.59,4.83,0.34,9.17,1.05,8.05,0.31,1,30,59,31,Red,Tobacco,20-20,89.4743521013985
257,7.5,507,7.3,0.37,0.88,8.45,0.29,4.42,1.25,13.06,0.31,1,25,50,40,Clayey,Pulses,28-28,90.5316326817904
295,2.9,612,7.85,0.83,0.2,6.33,0.33,8.61,1.88,4.25,0.21,1,25,50,40,Clayey,Pulses,DAP,109.684942919165
276,10.7,655,8.4,0.45,1.07,5.13,0.58,3.32,2.01,9.6,0.32,1,25,50,40,Clayey,Pulses,Urea,116.886579545746
301,12.7,422,8.95,0.39,0.49,8.75,0.67,5.91,0.89,13.52,0.44,1,30,59,31,Red,Tobacco,14-35-14,76.9570346619423
282,15.6,602,9.5,0.42,0.2,5.13,0.6,5.7,1.07,7.54,0.34,1,25,50,40,Clayey,Pulses,28-28,107.671033574403
295,13.4,412,10.05,0.73,0.68,6.33,0.52,3.31,1.89,3.25,0.48,1,30,59,31,Red,Tobacco,Urea,75.0848235203241
326,11.8,444,10.6,0.88,0.88,8.75,0.43,6.52,0.85,8.05,0.27,1,30,59,31,Red,Tobacco,14-35-14,81.4147966046902
358,12.5,581,11.15,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36,2,25,50,40,Clayey,Pulses,DAP,105.711767622138
264,10.3,475,7.49,0.74,0.78,4.22,0.66,9.31,0.78,6.05,0.44,1,25,50,40,Clayey,Pulses,17-17-17,85.1093810530744
333,14.9,422,8.26,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32,2,30,59,31,Red,Tobacco,DAP,77.9104174617844
320,13.8,391,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48,2,30,59,31,Red,Tobacco,20-20,72.3012455521587
282,5.5,665,7.8,0.44,0.1,8.45,0.45,5.51,0.93,12.36,0.31,1,25,50,40,Clayey,Pulses,14-35-14,118.757145284327
326,10.7,612,7.9,0.4,0.49,6.64,0.36,6.4,0.84,6.35,0.48,1,25,50,40,Clayey,Pulses,28-28,110.330608992616
295,11.8,697,7.6,0.56,0.68,5.13,0.85,5.72,1.23,11.06,0.27,1,25,50,40,Clayey,Pulses,Urea,124.625667062966
276,6.1,655,7.4,0.33,0.2,3.92,0.52,6.67,1.58,7.35,0.34,1,25,50,40,Clayey,Pulses,DAP,116.888290037084
182,8.1,370,7.5,0.68,0.78,4.52,0.33,3.33,1.04,15.21,0.29,0,25,50,40,Clayey,Pulses,14-35-14,65.0230655930648
289,9.4,634,7.1,0.51,0.29,7.24,0.4,9.67,0.68,6.03,0.21,1,25,50,40,Clayey,Pulses,20-20,113.426042535915
257,76.8,813,7.9,0.45,1.07,5.73,0.48,6.51,0.79,4.52,0.31,1,34,65,45,Clayey,Paddy,28-28,144.666555184346
364,7.2,644,7.5,0.42,0.88,10.56,0.63,4.42,0.32,12.32,0.32,1,25,50,40,Clayey,Pulses,Urea,116.753614051418
201,9,623,7.6,0.37,0.2,6.33,0.42,6.52,1.05,5.03,0.25,0,25,50,40,Clayey,Pulses,14-35-14,110.056987165368
333,7,676,7.3,0.69,1.17,4.83,0.52,3.39,1.45,9.65,0.5,1,25,50,40,Clayey,Pulses,28-28,121.656880812751
320,12.3,676,7.9,0.5,0.59,9.95,0.38,8.24,0.96,11.05,0.27,1,25,50,40,Clayey,Pulses,20-20,121.395828100094
251,6.6,444,7.5,0.63,0.39,5.43,0.42,1.78,1.03,6.32,0.4,0,25,50,40,Clayey,Pulses,Urea,79.4306582110756
339,5.7,697,8,0.65,0.68,8.75,0.32,6.25,1.85,15.47,0.42,1,25,50,40,Clayey,Pulses,DAP,125.455909939809
326,11.2,539,7.3,0.21,0.1,6.33,0.52,4.12,1.49,3.05,0.29,1,25,50,40,Clayey,Pulses,17-17-17,97.6696295309045
289,7.5,708,8.1,0.37,0.59,4.22,0.38,6.58,1.3,12.06,0.46,1,25,50,40,Clayey,Pulses,28-28,126.464531394707
314,9.2,370,7.4,0.69,0.39,5.43,0.24,2.51,0.52,11.48,0.32,1,30,59,31,Red,Tobacco,Urea,68.6045540272177
345,8.3,560,7.8,0.51,0.2,6.94,0.39,7.5,1.23,14.21,0.44,1,25,50,40,Clayey,Pulses,20-20,101.766887830794
270,6.6,338,7.1,0.42,1.07,4.52,0.5,3.02,0.87,9.33,0.36,1,30,59,31,Red,Tobacco,17-17-17,61.8335412108767
195,4.8,422,7.9,0.56,0.88,8.45,0.39,4.51,0.69,6.54,0.48,0,25,50,40,Clayey,Pulses,DAP,74.3981654935678
364,12.9,401,8.4,0.54,0.2,9.35,0.45,1.02,1.05,12.03,0.59,1,30,59,31,Red,Tobacco,Urea,75.4474666371394
314,8.1,570,8.1,0.78,0.68,5.13,0.22,2.25,1.56,15.26,0.27,1,25,50,40,Clayey,Pulses,20-20,102.755369009792
358,7.2,327,8.2,0.5,0.29,7.24,0.37,3.15,0.86,6.32,0.21,1,30,59,31,Red,Tobacco,28-28,63.2559482063401
257,11.2,412,8,0.31,1.07,5.43,0.45,6.21,1.32,11.54,0.29,0,25,50,40,Clayey,Pulses,10-26-26,74.0469918812969
245,5.9,686,7.9,0.56,0.68,7.84,0.61,7.45,1.47,9.03,0.53,0,25,50,40,Clayey,Pulses,Urea,121.87167165429
276,5.5,348,7.3,0.62,0.2,3.92,0.28,5.32,0.74,2.78,0.4,1,30,59,31,Red,Tobacco,DAP,63.701703021605
326,11.2,708,7.4,0.55,0.59,5.43,0.32,6.03,0.86,13.26,0.31,1,25,50,40,Clayey,Pulses,20-20,127.129253943077
282,5.3,834,7.5,0.58,0.39,9.35,0.28,2.15,1.32,7.05,0.53,1,25,50,40,Clayey,Pulses,14-35-14,148.681353049925
270,6.1,697,7,0.4,0.68,6.64,0.51,2.14,0.96,9.21,0.52,1,25,50,40,Clayey,Pulses,10-26-26,124.207037340728
